PLAN_REF,FGDATE,PROPOSAL,APPDATE,LOCATION,STAGE,DECDATE,REGDATE,APPTYPE,DECISION
3631/12,27-03-2013,PROTECTED STRUCTURE:,18-12-2012,3/3a  Burgh Quay  Du,Decision Notices Iss,13-02-2013,18-12-2012,Permission,GRANT PERMISSION
3227/09,08-09-2009,Change of use of a 9,12-06-2009,46  Talbot Street  D,Decision Notices Iss,29-07-2009,12-06-2009,Permission,GRANT PERMISSION
3920/04,26-10-2004,Erection of a sateli,27-07-2004,7  Exchange Place  I,Decision Appealed,20-09-2004,27-07-2004,Permission,GRANT PERMISSION
3797/10,27-01-2011,PROTECTED STRUCTURE,18-10-2010,Merchants Hall  48-4,Decision Notices Iss,09-12-2010,18-10-2010,Retention Permission,GRANT PERMISSION AND
2538/12,NULL,PROTECTED STRUCTURE:,04-05-2012,Merchant's Hall  48-,Decision Notices Iss,28-06-2012,04-05-2012,Permission,REFUSE PERMISSION
2988/11,14-10-2011,PROTECTED STRUCTURE,15-07-2011,Merchant's Hall  48-,Decision Notices Iss,02-09-2011,15-07-2011,Permission,GRANT PERMISSION
3675/11,NULL,PROTECTED STRUCTURE,09-12-2011,Merchants Hall  48-4,Decision Notices Iss,10-02-2012,09-12-2011,Permission,REFUSE PERMISSION
2759/11,01-09-2011,Change of use from r,27-05-2011,Pizza Hut  24  Suffo,Decision Notices Iss,19-07-2011,27-05-2011,Permission,GRANT PERMISSION
2045/17,25-05-2017,To display advertise,13-01-2017,Zizzi  24  Suffolk S,Decision Notices Iss,13-04-2017,20-03-2017,Permission,GRANT PERMISSION
3591/11,NULL,Interior refit  new,21-11-2011,24  Suffolk Street,Appeal Decided,19-01-2012,21-11-2011,Permission,REFUSE PERMISSION
2150/19,NULL,PROTECTED STRUCTURE:,01-02-2019,Nos. 1-2 Upper O'Con,Decision Notices Iss,28-03-2019,01-02-2019,Permission,ADDITIONAL INFORMATI
4445/04,23-05-2005,Change of use of upp,03-09-2004,Upper Floors 10  11,Decision Notices Iss,14-04-2005,18-03-2005,Permission,GRANT PERMISSION
2080/14,NULL,Installation of a ne,21-01-2014,36  Henry Street  Du,Decision Notices Iss,29-01-2014,21-01-2014,Permission,APPLICATION DECLARED
4844/08,05-02-2009,PROTECTED STRUCTURE-,24-10-2008,22/23  Suffolk Stree,Decision Notices Iss,17-12-2008,24-10-2008,Permission,GRANT PERMISSION
3877/15,22-01-2016,Permission is sought,23-10-2015,The Observatory  7-1,Decision Notices Iss,08-12-2015,23-10-2015,Permission,GRANT PERMISSION
2339/09,29-06-2009,PROTECTED STRUCTURE,17-02-2009,56 & 57  Dame Street,Decision Notices Iss,21-05-2009,28-04-2009,Permission,GRANT PERMISSION
3478/07,27-09-2007,PROTECTED STRUCTURE,01-06-2007,17  South Great Geor,Decision Notices Iss,17-08-2007,31-07-2007,Permission,GRANT PERMISSION
3312/14,27-11-2014,Installation of a ne,29-08-2014,36  Henry Street  Du,Decision Notices Iss,17-10-2014,29-08-2014,Permission,GRANT PERMISSION
1813/03,23-07-2003,3 storey over baseme,24-04-2003,Sheriff Youth Club,Decision Appealed,16-06-2003,24-04-2003,Permission,GRANT PERMISSION
1226/07,17-04-2007,Various works includ,19-01-2007,Sheriff Youth Club,Decision Notices Iss,08-03-2007,19-01-2007,Permission,GRANT PERMISSION
3164/17,20-09-2017,Change of Use from 3,15-06-2017,Junction of  15  Poo,Decision Notices Iss,09-08-2017,15-06-2017,Permission,GRANT PERMISSION
3448/10,23-11-2010,Change of use from o,20-08-2010,Junction of 15  Pool,Decision Notices Iss,07-10-2010,20-08-2010,Permission,GRANT PERMISSION
2409/08,NULL,PRO STRUCT: Retentio,18-04-2008,7  8 & 8A  Crow Stre,Decision Notices Iss,20-05-2008,18-04-2008,Retention Permission,APPLICATION DECLARED
3410/08,02-10-2008,PROTECTED STRUCTURE,27-06-2008,7  8 & 8A Crow Stree,Decision Notices Iss,21-08-2008,27-06-2008,Retention Permission,GRANT RETENTION PERM
0036/03,07-04-2003,PROTECTED STRUCTURE,02-01-2003,38/39  Abbey Street,Decision Appealed,25-02-2003,02-01-2003,Permission,GRANT PERMISSION
2870/14,20-10-2014,PROTECTED STRUCTURE:,13-06-2014,24  Henry Street  2-,Decision Notices Iss,09-09-2014,18-08-2014,Retention Permission,GRANT PERMISSION AND
WEB1608/18,NULL,Alterations to singl,22-11-2018,24  Henry Street  Du,Decision Notices Iss,04-12-2018,22-11-2018,Permission,APPLICATION DECLARED
5354/04,24-02-2005,New contemporary tim,11-11-2004,43 / 44  Temple Bar,Decision Notices Iss,14-01-2005,11-11-2004,Permission,GRANT PERMISSION
2575/11,29-02-2012,Removal of unauthori,21-04-2011,4  Henry Street  Dub,Decision Notices Iss,18-01-2012,13-12-2011,Permission,GRANT PERMISSION
3807/10,NULL,RETENTION - 1 no. in,20-10-2010,4  Henry Street  Dub,Decision Notices Iss,14-12-2010,20-10-2010,Retention Permission,REFUSE RETENTION PER
3825/10,NULL,Provision of 3 no. L,22-10-2010,4  Henry Street  Dub,Decision Notices Iss,14-12-2010,22-10-2010,Permission,REFUSE PERMISSION
4041/04,04-11-2004,Change of use from o,05-08-2004,10/11  O'Connell Str,Decision Appealed,29-09-2004,05-08-2004,Permission,GRANT PERMISSION
3812/08,22-10-2008,PROTECTED STRUCTURE-,24-07-2008,Northern Corner of D,Decision Notices Iss,11-09-2008,24-07-2008,Permission,GRANT PERMISSION
2428/11,NULL,PROTECTED STRUCTURE:,28-03-2011,Unit 3  14-18  Aston,Appeal Decided,12-05-2011,28-03-2011,Permission,REFUSE PERMISSION
3188/12,16-05-2013,PROTECTED STRUCTURE:,07-09-2012,Unit 3  14-18  Aston,Appeal Decided,30-10-2012,07-09-2012,Permission,REFUSE PERMISSION
6275/07,NULL,3no. illuminated sig,26-11-2007,Specsavers Opticians,Decision Notices Iss,30-11-2007,26-11-2007,Permission,APPLICATION DECLARED
5987/04,26-05-2005,PROTECTED STRUCTURE,21-12-2004,Rear of The Olympia,Decision Notices Iss,20-04-2005,24-03-2005,Permission,GRANT PERMISSION
3166/10,06-01-2011,48 bed boutique host,09-07-2010,4-5  Burgh Quay  Dub,Decision Notices Iss,18-11-2010,22-10-2010,Permission,GRANT PERMISSION
4231/15,03-05-2016,Planning permission,16-12-2015,4-5  Burgh Quay  Dub,Decision Notices Iss,21-03-2016,04-03-2016,Permission,GRANT PERMISSION
3641/15,02-02-2016,PROTECTED STRUCTURE:,16-09-2015,35  Gardiner Street,Decision Notices Iss,17-12-2015,25-11-2015,Permission,GRANT PERMISSION
5770/06,NULL,Protected Structure-,26-10-2006,4-5  Burgh Quay  Dub,Decision Notices Iss,19-12-2006,26-10-2006,Permission,REFUSE PERMISSION
5388/06,NULL,PROTECTED STRUCTURE,04-10-2006,4 - 5  Burgh Quay  D,Decision Notices Iss,18-10-2006,04-10-2006,Permission,APPLICATION DECLARED
2658/12,NULL,New shopfront and si,25-05-2012,34  Lower Abbey Stre,Decision Notices Iss,07-06-2012,25-05-2012,Permission,APPLICATION DECLARED
WEB1211/11,NULL,Installation of 1no.,19-12-2011,34  Abbey Street Low,Decision Notices Iss,02-04-2012,09-03-2012,Permission,REFUSE PERMISSION
2875/12,10-10-2012,PERMISSION: Remove e,09-07-2012,34  Lower Abbey Stre,Decision Notices Iss,27-08-2012,09-07-2012,Retention Permission,GRANT PERMISSION AND
WEB1210/11,NULL,Installation of 1no.,13-12-2011,34  Lower Abbey Stre,Decision Notices Iss,16-12-2011,13-12-2011,Permission,APPLICATION DECLARED
1207/08,25-04-2008,PRO STRUCT:Alteratio,24-01-2008,41-42  Temple Bar  D,Decision Notices Iss,12-03-2008,24-01-2008,Permission,GRANT PERMISSION
3177/14,05-11-2014,PROTECTED STRUCTURE:,01-08-2014,41-42  Temple Bar In,Decision Notices Iss,25-09-2014,01-08-2014,Permission,GRANT PERMISSION
2142/13,14-05-2013,PROTECTED STRUCTURE:,07-02-2013,41-42  Temple Bar  &,Decision Notices Iss,03-04-2013,07-02-2013,Permission,GRANT PERMISSION
3690/14,25-05-2015,PROTECTED STRUCTURE:,13-11-2014,41-42  Temple Bar  &,Appeal Decided,08-01-2015,13-11-2014,Permission,SPLIT DECISION(PERMI
2969/11,28-05-2012,PROTECTED STRUCTURE:,11-07-2011,Frankie's Restaurant,Appeal Decided,02-09-2011,11-07-2011,Permission,REFUSE PERMISSION
4376/09,09-03-2010,PROTECTED STRUCTURE,30-11-2009,41-42  Temple Bar  D,Decision Notices Iss,25-01-2010,30-11-2009,Permission,GRANT PERMISSION
2933/07,03-12-2007,PROTECTED STRUCTURE,01-05-2007,36  Gardiner Street,Decision Notices Iss,19-10-2007,04-10-2007,Permission,GRANT PERMISSION
5517/07,09-01-2008,PROTECTED STRUCTURE,01-10-2007,13-14 Grafton Street,Decision Notices Iss,19-11-2007,01-10-2007,Permission,GRANT PERMISSION
6625/07,NULL,change of use of the,18-12-2007,13-14  Grafton Stree,Decision Notices Iss,07-01-2008,18-12-2007,Permission,APPLICATION DECLARED
5270/07,NULL,PROTECTED STRUCTURE-,13-09-2007,9  Grafton Street (f,Decision Notices Iss,21-09-2007,13-09-2007,Permission,APPLICATION DECLARED
1066/08,10-04-2008,Change of use of the,10-01-2008,13-14  Grafton Stree,Decision Notices Iss,03-03-2008,10-01-2008,Permission,GRANT PERMISSION
2157/09,16-04-2009,Replacement of exist,27-01-2009,Schuh Limited  47-48,Decision Notices Iss,04-03-2009,27-01-2009,Permission,GRANT PERMISSION
2144/16,03-05-2016,PROTECTED STRUCTURE:,29-01-2016,43  Pearse Street  D,Decision Notices Iss,21-03-2016,29-01-2016,Permission,GRANT PERMISSION
4284/15,NULL,PROTECTED STRUCTURE:,21-12-2015,43  Pearse Street  D,Decision Notices Iss,20-01-2016,21-12-2015,Permission,APPLICATION DECLARED
1029/08,NULL,Replacement of exist,02-01-2008,47-48  O'Connell Str,Decision Notices Iss,15-01-2008,02-01-2008,Permission,APPLICATION DECLARED
3115/15,29-09-2015,Replacement of front,30-06-2015,Schuh Limited  47-48,Decision Notices Iss,20-08-2015,30-06-2015,Permission,GRANT PERMISSION
WEB1086/12,NULL,New shopfront signag,15-05-2012,1-3  Westmoreland St,Decision Notices Iss,09-07-2012,15-05-2012,Permission,REFUSE PERMISSION
WEB1077/12,NULL,New Shopfront signag,08-05-2012,1-3  Westmoreland St,Decision Notices Iss,15-05-2012,08-05-2012,Permission,APPLICATION DECLARED
WEB1062/12,NULL,New shopfront signag,19-04-2012,1-3  Westmoreland St,Decision Notices Iss,02-05-2012,19-04-2012,Permission,APPLICATION DECLARED
3606/18,05-03-2019,Development will con,30-07-2018,Hospitality House  1,Appeal Decided,21-09-2018,30-07-2018,Permission,GRANT PERMISSION
6078/07,20-02-2008,PROTECTED STRUCTURE,12-11-2007,Merchants Hall  48-4,Decision Notices Iss,09-01-2008,12-11-2007,Permission,GRANT PERMISSION
5491/07,NULL,PROTECTED STRUCTURE,28-09-2007,Merchants Hall  48-4,Decision Notices Iss,05-11-2007,28-09-2007,Permission,APPLICATION DECLARED
WEB1293/16,NULL,Gourmet Burger Kitch,15-07-2016,Unit 1  Temple Bar S,Decision Notices Iss,26-07-2016,15-07-2016,Permission,APPLICATION DECLARED
3610/11,04-09-2012,PROTECTED STRUCTURE,25-11-2011,Spar Retail Unit  63,Decision Notices Iss,24-07-2012,02-07-2012,Permission,GRANT PERMISSION
WEB1234/12,12-03-2013,New Shopfront Signag,27-11-2012,1-3  Westmoreland St,Decision Notices Iss,25-01-2013,27-11-2012,Permission,GRANT PERMISSION
2111/07,NULL,PRO STRUCT: Change o,13-03-2007,36  Gardiner Street,Decision Notices Iss,21-03-2007,13-03-2007,Permission,APPLICATION DECLARED
6321/05,NULL,change fo use at bas,22-12-2005,81 & 82 Talbot Stree,Decision Notices Iss,07-02-2006,22-12-2005,Permission,APPLICATION DECLARED
2431/08,18-07-2008,New shop front to in,21-04-2008,81 & 82  Talbot Stre,Decision Notices Iss,05-06-2008,21-04-2008,Permission,GRANT PERMISSION
2646/06,NULL,Change of use at bas,25-04-2006,81-82  Talbot Street,Decision Notices Iss,11-05-2006,25-04-2006,Permission,APPLICATION DECLARED
6765/07,NULL,New shop front to in,21-12-2007,81 & 82  Talbot Stre,Decision Notices Iss,27-03-2008,03-03-2008,Permission,REFUSE PERMISSION
3917/06,06-10-2006,Change of use at bas,10-07-2006,81 & 82  Talbot Stre,Decision Notices Iss,30-08-2006,10-07-2006,Permission,GRANT PERMISSION
6248/04,06-03-2006,PROT STRUCtwo two be,24-12-2004,16  Talbot Street  D,Decision Notices Iss,27-01-2006,04-01-2006,Permission,GRANT PERMISSION
1290/06,NULL,new signage to side,26-01-2006,Supermacs  45-46  O',Decision Notices Iss,08-02-2006,26-01-2006,Permission,APPLICATION DECLARED
4529/04,16-03-2005,PROTECTED STRUCTURE,10-09-2004,Hotel Capri  58/59,Decision Notices Iss,04-02-2005,10-01-2005,Permission,GRANT PERMISSION
4216/04,NULL,First  second and th,19-08-2004,58/59  Middle Abbey,Decision Notices Iss,03-09-2004,19-08-2004,Permission,APPLICATION DECLARED
4936/05,05-01-2006,Hairdressing/trainin,26-09-2005,12 - 13  William Str,Decision Appealed,17-11-2005,26-09-2005,Permission,GRANT PERMISSION
6591/06,15-08-2007,Amendments to previo,15-12-2006,12-13  South William,Appeal Decided,16-02-2007,15-12-2006,Permission,REFUSE PERMISSION
4128/05,NULL,development to an ex,04-08-2005,12-13  William Stree,Decision Notices Iss,06-09-2005,04-08-2005,Permission,APPLICATION DECLARED
5111/06,NULL,Development will con,15-09-2006,12 - 13  William Str,Decision Notices Iss,09-11-2006,15-09-2006,Permission,REFUSE PERMISSION
1027/05,06-05-2005,floating pontoon lan,06-01-2005,River Taxi Landing S,Decision Notices Iss,31-03-2005,16-03-2005,Permission,GRANT PERMISSION
5682/04,NULL,Construction of a 20,03-12-2004,River Taxi Landing S,Decision Notices Iss,22-12-2004,03-12-2004,Permission,APPLICATION DECLARED
4939/06,07-09-2007,Commercial/Residenti,06-09-2006,48  Fleet Street  Du,Appeal Decided,27-03-2007,28-02-2007,Permission,GRANT PERMISSION
3977/09,05-01-2010,Proposed internal al,25-09-2009,48  Fleet Street  Du,Decision Notices Iss,16-11-2009,25-09-2009,Permission,GRANT PERMISSION
3732/16,19-12-2016,The development will,16-09-2016,13 & 13A  Upper O'Co,Decision Notices Iss,10-11-2016,16-09-2016,Permission,GRANT PERMISSION
4231/09,23-04-2010,Alterations & additi,10-11-2009,Sheriff Youth Club,Decision Notices Iss,12-03-2010,17-02-2010,Permission,GRANT PERMISSION
3063/15,NULL,Change of use to cit,23-06-2015,13 & 13A  Upper O'Co,Decision Notices Iss,17-08-2015,23-06-2015,Permission,REFUSE PERMISSION
6271/05,31-03-2006,retention of change,21-12-2005,Han Yang Asian Marke,Decision Notices Iss,22-02-2006,21-12-2005,Permission,GRANT PERMISSION
4321/03,NULL,Amendments to previo,05-09-2003,36  Gardiner Street,Appeal Decided,30-10-2003,05-09-2003,Permission,REFUSE PERMISSION
2741/18,10-07-2018,PROTECTED STRUCTURE:,13-04-2018,Ely Bar & Grill  Uni,Decision Notices Iss,05-06-2018,13-04-2018,Retention Permission,GRANT RETENTION PERM
4084/05,12-10-2005,PROTECTED: new gold,02-08-2005,22/23  Henry Street,Decision Appealed,06-09-2005,02-08-2005,Permission,GRANT PERMISSION
5397/06,04-01-2007,PROTECTED STRUCTURE,05-10-2006,22-23  Henry Street,Decision Notices Iss,28-11-2006,05-10-2006,Permission,GRANT PERMISSION
6560/07,NULL,PROTECTED STRUCTURE-,14-12-2007,22-23  Henry Street,Decision Notices Iss,20-12-2007,14-12-2007,Permission,APPLICATION DECLARED
5098/06,NULL,Protected Structure-,15-09-2006,22-23  Henry Street,Decision Notices Iss,02-10-2006,15-09-2006,Permission,APPLICATION DECLARED
1116/08,NULL,PROTECTED STRUCTURE,16-01-2008,22/23  Henry Street,Decision Notices Iss,10-03-2008,16-01-2008,Permission,REFUSE PERMISSION
3112/07,NULL,PROTECTED STRUCTURE:,11-05-2007,22-23  Henry Street,Decision Notices Iss,23-05-2007,11-05-2007,Permission,APPLICATION DECLARED
4461/06,NULL,PROTECTED STRUCTURE-,09-08-2006,22-23  Henry Street,Decision Notices Iss,01-09-2006,09-08-2006,Permission,APPLICATION DECLARED
4392/07,NULL,PRO STRUCT:Change of,20-07-2007,22-23  Henry Street,Decision Notices Iss,22-08-2007,20-07-2007,Permission,APPLICATION DECLARED
4024/16,24-03-2017,PROTECTED STRUCTURE:,28-10-2016,Soder & Ko  65 South,Decision Notices Iss,13-02-2017,17-01-2017,Permission,SPLIT DECISION(PERMI
4092/15,08-03-2016,PROTECTED STRUCTURE:,24-11-2015,65  South Great Geor,Decision Notices Iss,27-01-2016,24-11-2015,Permission,GRANT PERMISSION
2835/10,NULL,PROTECTED STRUCTURE-,19-05-2010,64-65  South Great G,Decision Notices Iss,24-05-2010,19-05-2010,Retention Permission,APPLICATION DECLARED
3835/16,27-02-2017,PROTECTED STRUCTURE:,29-09-2016,Bobo's Burgers Resta,Decision Notices Iss,16-01-2017,15-12-2016,Permission,GRANT PERMISSION
2056/07,02-04-2008,construction of a ne,09-03-2007,The Arches  Townsend,Appeal Decided,21-08-2007,25-07-2007,Permission,GRANT PERMISSION
1442/05,NULL,New fascia sign an p,08-02-2005,19  Henry Street  Du,Decision Notices Iss,24-02-2005,08-02-2005,Permission,APPLICATION DECLARED
0836/03,NULL,Alterations to groun,28-02-2003,19  Henry Street  Du,Decision Notices Iss,01-08-2003,09-07-2003,Permission,REFUSE PERMISSION
2885/08,29-04-2009,new mixed use (offic,20-05-2008,112  113 & 114  Town,Appeal Decided,14-07-2008,20-05-2008,Permission,REFUSE PERMISSION
4013/07,09-10-2007,PRO STRUCT:Demolitio,02-07-2007,Mahaffy's Public Hou,Decision Notices Iss,24-08-2007,02-07-2007,Permission,GRANT PERMISSION
3693/07,NULL,PROTECTED STRUCTURE,15-06-2007,Mahaffy's Public Hou,Decision Notices Iss,25-06-2007,15-06-2007,Permission,APPLICATION DECLARED
2042/05,07-10-2005,to provide for repla,22-03-2005,Riada House  1  Coll,Appeal Decided,11-05-2005,22-03-2005,Permission,GRANT PERMISSION
3453/04,21-09-2004,replacement of exist,25-06-2004,Office Holdings Ltd.,Decision Appealed,16-08-2004,25-06-2004,Permission,GRANT PERMISSION
0639/03,12-05-2003,Change of use from e,14-02-2003,Corner College Green,Decision Appealed,02-04-2003,14-02-2003,Permission,GRANT PERMISSION
3926/10,20-07-2011,Demolition of struct,09-11-2010,112 113 & 114  Towns,Decision Notices Iss,08-06-2011,12-05-2011,Permission,GRANT PERMISSION
5020/07,06-12-2007,change of use of the,29-08-2007,Ulster Bank  Block B,Decision Notices Iss,22-10-2007,29-08-2007,Permission,GRANT PERMISSION
4461/17,NULL,PROTECTED STRUCTURE:,08-12-2017,45  Gardiner Street,Decision Notices Iss,17-01-2018,08-12-2017,Permission,APPLICATION DECLARED
2120/18,12-06-2018,PROTECTED STRUCTURE:,23-01-2018,45  Gardiner Street,Decision Notices Iss,02-05-2018,05-04-2018,Permission,GRANT PERMISSION
3701/07,NULL,The provision of an,15-06-2007,28  O'Connell Street,Decision Notices Iss,31-07-2007,15-06-2007,Permission,REFUSE PERMISSION
2737/07,NULL,PRO STRUCT: External,18-04-2007,28  O'Connell Street,Decision Notices Iss,30-05-2007,18-04-2007,Permission,APPLICATION DECLARED
6379/05,NULL,PROTECTED STRUCTURE-,23-12-2005,28  O'Connell Street,Decision Notices Iss,18-01-2006,23-12-2005,Permission,APPLICATION DECLARED
3515/06,05-09-2006,PROTECTED STRUCTURE,16-06-2006,28  O'Connell Street,Decision Appealed,01-08-2006,16-06-2006,Permission,GRANT PERMISSION
2475/07,NULL,PRO STRUCT: Provisio,03-04-2007,28  O'Connell Street,Decision Notices Iss,12-04-2007,03-04-2007,Permission,APPLICATION DECLARED
1225/06,19-06-2006,PROTECTED - change o,23-01-2006,No. 28 O'Connell Str,Decision Appealed,22-05-2006,25-04-2006,Permission,GRANT PERMISSION
2814/14,01-09-2014,PROTECTED STRUCTURE:,06-06-2014,The Jervis Centre  M,Decision Notices Iss,18-07-2014,06-06-2014,Permission,GRANT PERMISSION
2936/13,16-10-2013,Modifications to fro,15-07-2013,41a & 41b  Drury Str,Decision Notices Iss,04-09-2013,15-07-2013,Permission,GRANT PERMISSION
5139/06,20-06-2007,alterations to part,19-09-2006,Temple Bar Hotel  13,Appeal Decided,06-11-2006,19-09-2006,Permission,REFUSE PERMISSION
1167/07,17-04-2007,change of use from r,16-01-2007,22  Strand Street Gr,Decision Notices Iss,09-03-2007,16-01-2007,Permission,GRANT PERMISSION
3045/11,23-05-2012,PROTECTED STRUCTURE:,27-07-2011,Ely CHQ  The CHQ Bui,Decision Notices Iss,12-04-2012,16-03-2012,Retention Permission,GRANT RETENTION PERM
4112/04,NULL,PROTECTED STRUCTURE,11-08-2004,28  O'Connell Street,Decision Notices Iss,05-10-2004,11-08-2004,Permission,REFUSE PERMISSION
3759/11,05-04-2012,The removal of the e,21-12-2011,4  Dame Lane  Dublin,Decision Notices Iss,22-02-2012,21-12-2011,Permission,GRANT PERMISSION
2343/03,29-10-2003,PROTECTED STRUCTURE,23-05-2003,Kingsland Restaurant,Decision Appealed,22-09-2003,01-09-2003,Permission,GRANT PERMISSION
1394/08,14-05-2008,Replacement of the p,07-02-2008,4  Dame Lane  Dublin,Decision Notices Iss,02-04-2008,07-02-2008,Permission,GRANT PERMISSION
3482/15,27-11-2015,Removal of part of f,25-08-2015,4  Dame Lane  Dublin,Decision Notices Iss,19-10-2015,25-08-2015,Permission,GRANT PERMISSION
2565/08,18-07-2008,Retention permission,29-04-2008,Creamy Sonic Studios,Decision Notices Iss,12-06-2008,29-04-2008,Permission,GRANT PERMISSION
3423/07,NULL,erect a 29sqm raised,30-05-2007,12 - 13  Eustace Str,Decision Notices Iss,04-07-2007,30-05-2007,Permission,APPLICATION DECLARED
4194/07,11-10-2007,Permission to erect,11-07-2007,12-13  Eustace Stree,Decision Notices Iss,30-08-2007,11-07-2007,Permission,GRANT PERMISSION
2358/14,NULL,RETENTION: PROTECTED,13-03-2014,16  Westmoreland Str,Decision Notices Iss,20-03-2014,13-03-2014,Retention Permission,APPLICATION DECLARED
2531/13,04-10-2013,PROTECTED STRUCTURE,26-04-2013,16  Westmoreland Str,Decision Notices Iss,27-08-2013,31-07-2013,Permission,GRANT PERMISSION
